id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
847,53,Travel_Frequently,1476,Research & Development,4,3,Life Sciences,1,3,Female,93,3,5,Research Director,4,Married,19094,2338,4,Y,No,12,3,4,80,1,26,5,2,4,3,1,2,0
848,28,Travel_Rarely,534,Research & Development,2,3,Technical Degree,1,4,Female,44,2,1,Research Scientist,4,Married,2694,5543,1,Y,No,12,3,4,80,1,1,2,2,1,0,0,0,0
849,32,Travel_Rarely,1334,Research & Development,6,1,Medical,1,2,Female,73,3,1,Research Scientist,4,Single,2837,12291,1,Y,No,13,3,3,80,0,1,3,3,1,0,0,0,0
850,34,Travel_Rarely,1319,Sales,10,1,Marketing,1,2,Female,67,3,2,Sales Executive,1,Divorced,7104,20794,1,Y,No,13,3,4,80,1,6,4,1,6,3,0,5,0
851,34,Travel_Rarely,446,Research & Development,3,3,Life Sciences,1,1,Male,42,2,1,Research Scientist,2,Married,2851,9192,1,Y,No,20,4,1,80,0,6,3,3,6,4,4,4,0
852,31,Travel_Rarely,1134,Research & Development,23,3,Medical,1,4,Female,40,3,2,Manufacturing Director,2,Married,4332,13554,0,Y,No,12,3,3,80,1,9,2,2,8,7,7,7,0
853,32,Travel_Rarely,662,Sales,1,3,Technical Degree,1,1,Male,44,3,2,Sales Executive,3,Married,4037,14255,0,Y,Yes,11,3,3,80,1,4,3,2,3,2,2,2,0
854,37,Travel_Rarely,1091,Research & Development,1,2,Medical,1,1,Female,100,3,2,Manufacturing Director,4,Single,5094,8059,9,Y,No,15,3,2,80,0,10,3,3,1,0,0,0,0
855,32,Travel_Frequently,289,Research & Development,2,4,Medical,1,3,Male,57,3,1,Research Scientist,3,Married,2956,4223,3,Y,No,11,3,2,80,0,5,5,4,0,0,0,1,1
856,28,Travel_Rarely,1434,Research & Development,6,2,Medical,1,2,Male,66,3,1,Laboratory Technician,3,Married,3221,4668,1,Y,No,12,3,3,80,1,3,1,3,3,2,0,2,0
857,54,Travel_Rarely,267,Research & Development,5,4,Medical,1,1,Male,63,3,2,Research Scientist,3,Married,5810,22553,0,Y,Yes,21,4,2,80,1,13,4,3,13,8,0,4,0
858,34,Travel_Rarely,1277,Research & Development,28,3,Life Sciences,1,2,Male,74,2,1,Laboratory Technician,3,Married,4025,16632,1,Y,Yes,12,3,4,80,1,6,2,4,5,4,0,1,0
859,29,Travel_Rarely,269,Research & Development,19,3,Medical,1,3,Male,68,3,1,Laboratory Technician,3,Married,2644,3372,1,Y,No,14,3,1,80,1,10,2,3,10,9,6,7,0
860,36,Non-Travel,855,Research & Development,1,4,Life Sciences,1,1,Male,77,3,2,Research Scientist,4,Divorced,5770,13035,1,Y,Yes,12,3,4,80,2,10,3,2,10,7,7,7,0
861,37,Travel_Rarely,575,Research & Development,7,3,Life Sciences,1,4,Male,77,3,1,Research Scientist,1,Single,2655,7102,1,Y,No,13,3,2,80,0,10,3,4,10,9,9,9,1
862,41,Travel_Rarely,279,Research & Development,1,4,Life Sciences,1,3,Male,80,3,4,Manager,4,Married,17665,14074,1,Y,Yes,13,3,2,80,0,22,4,3,22,6,11,11,0
863,34,Travel_Rarely,855,Sales,10,1,Marketing,1,4,Male,75,3,3,Sales Executive,2,Divorced,9278,8416,1,Y,No,15,3,4,80,1,9,2,3,8,7,8,7,0
864,27,Travel_Rarely,1334,Research & Development,7,4,Life Sciences,1,1,Female,71,2,1,Research Scientist,3,Married,2168,4488,0,Y,Yes,13,3,2,80,1,5,2,3,5,3,0,4,0
865,42,Travel_Frequently,1084,Research & Development,2,5,Life Sciences,1,2,Female,45,4,4,Research Director,3,Divorced,14336,17477,5,Y,No,13,3,2,80,1,23,2,3,20,17,13,6,0
866,28,Travel_Frequently,653,Sales,1,3,Medical,1,1,Male,92,3,2,Sales Executive,3,Married,5147,23457,1,Y,No,15,3,4,80,1,10,3,3,10,7,1,7,0
867,44,Travel_Rarely,906,Research & Development,9,1,Medical,1,1,Male,88,3,1,Research Scientist,3,Single,2342,17205,2,Y,No,11,3,3,80,0,7,3,3,4,2,1,3,0
868,35,Travel_Rarely,913,Research & Development,23,3,Medical,1,1,Male,73,3,2,Manufacturing Director,2,Married,5902,23679,1,Y,No,13,3,4,80,0,17,3,1,17,11,2,8,0
869,55,Travel_Rarely,287,Research & Development,23,3,Life Sciences,1,3,Male,72,2,2,Research Scientist,3,Divorced,5957,25479,6,Y,No,12,3,3,80,1,14,2,3,5,4,0,4,0
870,31,Travel_Rarely,322,Research & Development,1,3,Technical Degree,1,3,Male,59,2,2,Manufacturing Director,4,Married,5417,15596,1,Y,No,21,4,1,80,1,6,3,2,5,2,0,4,0
871,40,Travel_Rarely,583,Research & Development,13,2,Technical Degree,1,4,Male,46,1,2,Manufacturing Director,3,Single,5914,5197,1,Y,No,19,3,3,80,0,18,3,2,18,17,4,7,0
872,27,Travel_Rarely,1107,Research & Development,23,3,Medical,1,1,Male,84,3,1,Laboratory Technician,3,Single,3633,3445,1,Y,No,15,3,3,80,0,6,3,2,6,3,0,4,0
873,38,Travel_Rarely,1089,Research & Development,17,4,Medical,1,4,Male,82,2,3,Healthcare Representative,2,Married,10999,14168,7,Y,No,21,4,2,80,2,15,2,2,11,6,0,8,0
874,38,Travel_Rarely,735,Research & Development,8,1,Medical,1,3,Male,52,3,2,Research Scientist,4,Married,4108,4681,1,Y,No,13,3,3,80,1,13,5,1,13,7,6,8,0
875,34,Travel_Rarely,1180,Research & Development,4,4,Other,1,4,Female,93,3,2,Manufacturing Director,4,Married,9985,9262,7,Y,No,20,4,3,80,0,7,3,2,3,2,0,2,0
876,56,Travel_Rarely,882,Research & Development,1,4,Technical Degree,1,4,Female,94,2,1,Research Scientist,3,Married,2774,13934,0,Y,No,13,3,3,80,1,6,4,3,5,4,1,3,0
877,39,Travel_Rarely,682,Research & Development,1,4,Other,1,4,Male,57,4,3,Healthcare Representative,3,Married,7441,20161,1,Y,No,11,3,4,80,1,41,0,3,41,8,12,10,0
878,35,Travel_Rarely,419,Sales,10,3,Medical,1,2,Male,91,3,2,Sales Executive,4,Married,4189,23163,1,Y,No,12,3,1,80,1,5,2,3,5,4,0,0,0
879,36,Travel_Rarely,775,Research & Development,5,2,Medical,1,4,Female,66,3,2,Manufacturing Director,2,Divorced,5561,7507,5,Y,No,13,3,1,80,3,9,4,3,5,3,0,3,0
880,30,Travel_Rarely,532,Sales,2,1,Marketing,1,4,Male,86,1,5,Manager,3,Divorced,18947,17519,7,Y,No,11,3,1,80,1,22,4,3,2,1,2,2,1
881,38,Travel_Rarely,921,Research & Development,2,2,Medical,1,2,Female,69,2,1,Research Scientist,1,Married,2838,18698,4,Y,Yes,19,3,3,80,1,8,4,3,1,0,0,0,0
882,35,Travel_Frequently,208,Research & Development,2,1,Life Sciences,1,4,Male,72,2,1,Laboratory Technician,2,Single,3902,19191,1,Y,No,18,3,3,80,0,1,2,3,1,0,0,0,0
883,35,Travel_Rarely,575,Research & Development,15,3,Life Sciences,1,4,Female,91,2,1,Laboratory Technician,1,Married,2696,4223,1,Y,No,12,3,4,80,1,1,4,4,1,0,0,0,0
884,35,Travel_Rarely,193,Sales,10,5,Marketing,1,2,Male,66,2,1,Sales Representative,3,Married,4968,3010,2,Y,No,17,3,4,80,1,5,2,4,1,0,0,0,0
885,26,Travel_Rarely,989,Research & Development,26,2,Life Sciences,1,4,Female,65,3,2,Manufacturing Director,1,Married,4284,23848,1,Y,No,15,3,1,80,0,8,3,3,8,7,0,7,0
886,29,Travel_Rarely,1222,Research & Development,7,3,Life Sciences,1,2,Male,47,3,1,Research Scientist,1,Single,3143,16392,1,Y,Yes,13,3,3,80,0,7,3,2,7,6,1,5,0
887,34,Travel_Rarely,488,Research & Development,9,2,Life Sciences,1,4,Male,52,3,2,Manufacturing Director,1,Single,4449,16375,4,Y,No,15,3,3,80,0,7,2,3,3,2,1,2,0
888,33,Travel_Rarely,575,Sales,15,4,Medical,1,4,Male,73,3,1,Sales Representative,4,Divorced,3452,20420,1,Y,Yes,13,3,2,80,1,3,3,3,3,1,1,2,0
889,49,Travel_Rarely,581,Research & Development,9,4,Life Sciences,1,4,Male,97,3,1,Research Scientist,2,Single,3420,12947,6,Y,No,13,3,2,80,0,7,3,3,4,2,0,2,0
890,27,Travel_Frequently,458,Research & Development,2,3,Technical Degree,1,3,Female,51,3,2,Healthcare Representative,3,Married,6811,3142,1,Y,No,14,3,2,80,0,8,1,3,8,7,7,7,0
891,55,Travel_Rarely,1146,Research & Development,2,2,Medical,1,3,Male,52,4,2,Healthcare Representative,2,Married,5399,22384,3,Y,Yes,15,3,1,80,1,15,0,2,4,3,1,2,0
892,27,Travel_Rarely,1111,Research & Development,1,3,Medical,1,3,Male,95,3,1,Laboratory Technician,3,Single,2889,6984,1,Y,No,15,3,1,80,0,6,5,4,6,2,0,5,0
893,41,Travel_Rarely,490,Research & Development,10,3,Medical,1,1,Male,54,3,1,Research Scientist,4,Single,3291,23910,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,0
894,36,Travel_Rarely,115,Research & Development,18,3,Medical,1,2,Female,30,2,2,Healthcare Representative,1,Single,6811,5050,9,Y,No,14,3,3,80,0,18,2,3,11,7,4,7,0
895,29,Travel_Rarely,441,Research & Development,1,3,Medical,1,2,Male,43,3,1,Laboratory Technician,1,Single,2741,10261,0,Y,No,13,3,2,80,0,7,0,2,7,7,0,7,1
896,32,Travel_Rarely,1278,Research & Development,1,2,Medical,1,2,Female,82,3,1,Research Scientist,1,Divorced,2610,2338,1,Y,No,12,3,4,80,1,5,3,2,5,2,1,1,0
897,36,Travel_Rarely,1258,Research & Development,8,3,Medical,1,3,Male,73,3,2,Manufacturing Director,2,Married,4014,8758,7,Y,No,16,3,4,80,1,10,3,3,2,2,2,2,0
898,28,Travel_Rarely,267,Research & Development,1,2,Medical,1,3,Male,80,3,1,Research Scientist,4,Married,2244,22154,1,Y,No,23,4,4,80,1,3,3,3,2,2,2,2,0
899,29,Travel_Frequently,1443,Research & Development,5,3,Life Sciences,1,1,Male,83,1,1,Laboratory Technician,3,Married,2093,26076,6,Y,No,15,3,1,80,2,3,3,2,1,0,0,0,1
900,52,Travel_Rarely,810,Research & Development,21,3,Medical,1,3,Female,43,2,4,Manager,4,Married,16835,21030,2,Y,No,14,3,3,80,1,31,3,3,9,7,1,5,0
901,26,Travel_Rarely,691,Research & Development,2,3,Other,1,3,Female,57,3,1,Laboratory Technician,1,Divorced,3539,5033,1,Y,No,16,3,4,80,1,7,2,3,7,7,7,7,0
902,35,Travel_Frequently,408,Sales,10,4,Marketing,1,2,Male,73,4,2,Sales Executive,2,Single,6385,23553,1,Y,No,18,3,2,80,0,10,5,3,10,9,0,8,0
903,40,Travel_Rarely,1448,Research & Development,2,3,Medical,1,2,Female,98,3,4,Manufacturing Director,2,Single,13320,17747,8,Y,No,11,3,4,80,0,22,3,2,17,16,12,7,0
904,27,Travel_Frequently,903,Research & Development,8,1,Medical,1,2,Male,87,3,1,Laboratory Technician,2,Married,2559,18659,1,Y,No,15,3,2,80,0,8,0,3,8,7,0,7,0
905,38,Travel_Rarely,117,Research & Development,1,3,Life Sciences,1,3,Female,63,2,2,Manufacturing Director,4,Married,10435,20794,1,Y,No,14,3,4,80,3,14,2,2,14,8,2,8,0
906,38,Travel_Rarely,1220,Research & Development,6,2,Life Sciences,1,3,Male,76,2,1,Laboratory Technician,4,Single,3069,12695,3,Y,No,13,3,4,80,0,7,6,4,1,0,0,0,0
907,34,Non-Travel,750,Research & Development,5,5,Other,1,1,Male,56,3,2,Research Scientist,3,Married,3491,5355,1,Y,No,12,3,3,80,1,15,2,3,15,10,4,10,0
908,45,Travel_Frequently,804,Research & Development,2,3,Medical,1,4,Male,69,3,1,Research Scientist,4,Married,4485,15397,3,Y,Yes,12,3,1,80,1,10,4,3,8,7,0,7,0
909,30,Travel_Rarely,1398,Sales,20,2,Life Sciences,1,3,Female,63,3,2,Sales Executive,4,Single,6179,2890,0,Y,No,13,3,3,80,0,10,6,3,9,8,7,8,0
910,36,Travel_Rarely,185,Research & Development,7,3,Medical,1,2,Female,73,3,3,Manufacturing Director,4,Married,10880,22887,2,Y,No,13,3,4,80,1,17,2,3,7,7,7,1,0
911,46,Non-Travel,1276,Sales,5,2,Life Sciences,1,3,Male,42,3,2,Sales Executive,4,Divorced,4187,6225,6,Y,No,17,3,3,80,1,19,3,3,2,2,2,2,0
912,28,Travel_Rarely,534,Research & Development,6,3,Other,1,4,Male,97,2,1,Laboratory Technician,4,Single,2726,5335,8,Y,No,15,3,4,80,0,3,0,3,0,0,0,0,0
913,36,Travel_Frequently,1302,Research & Development,6,2,Medical,1,1,Female,80,2,2,Manufacturing Director,1,Single,6162,19345,1,Y,No,18,3,3,80,0,10,3,2,10,7,1,7,0
914,24,Travel_Rarely,917,Research & Development,6,1,Life Sciences,1,2,Female,67,2,1,Research Scientist,4,Married,4735,4673,1,Y,Yes,18,3,4,80,1,5,3,3,5,4,0,2,0
915,35,Travel_Rarely,1146,Research & Development,2,3,Other,1,4,Male,42,3,2,Laboratory Technician,2,Married,4249,22812,0,Y,No,18,3,2,80,1,6,3,3,5,3,0,2,0
916,29,Travel_Rarely,454,Research & Development,8,3,Medical,1,3,Female,98,1,1,Research Scientist,4,Single,2800,20293,1,Y,No,17,3,3,80,0,1,3,4,1,0,0,0,1
917,32,Travel_Rarely,1219,Sales,2,4,Marketing,1,2,Female,46,3,2,Sales Executive,1,Single,7457,13119,1,Y,No,13,3,2,80,0,9,3,3,9,5,7,6,0
918,55,Travel_Rarely,645,Research & Development,3,2,Medical,1,3,Male,81,3,4,Manager,1,Married,17584,14394,6,Y,No,19,3,4,80,3,24,3,3,1,0,0,0,0
919,60,Travel_Rarely,829,Research & Development,24,4,Technical Degree,1,2,Male,57,3,1,Research Scientist,4,Divorced,3919,5197,6,Y,No,18,3,3,80,1,19,2,3,14,10,11,8,0
920,36,Travel_Rarely,1467,Research & Development,1,4,Medical,1,4,Male,62,3,1,Research Scientist,4,Married,2226,4658,0,Y,No,14,3,4,80,1,6,3,3,5,3,1,1,0
921,31,Travel_Rarely,1443,Sales,5,4,Technical Degree,1,2,Female,65,2,3,Sales Executive,2,Divorced,7861,20328,4,Y,No,21,4,4,80,3,9,3,3,5,3,0,1,0
922,36,Non-Travel,691,Sales,1,4,Marketing,1,3,Male,96,3,2,Sales Executive,1,Married,5131,9069,3,Y,No,13,3,2,80,1,6,3,2,4,2,1,2,0
923,29,Travel_Rarely,723,Research & Development,26,3,Life Sciences,1,4,Male,79,3,1,Research Scientist,4,Married,2700,21526,1,Y,No,19,3,1,80,1,1,2,2,1,0,0,0,0
924,29,Travel_Rarely,929,Research & Development,4,4,Life Sciences,1,2,Female,64,3,2,Manufacturing Director,4,Divorced,4298,12888,0,Y,Yes,14,3,4,80,2,6,2,3,5,2,0,4,0
925,51,Non-Travel,1423,Research & Development,19,2,Medical,1,4,Female,52,3,2,Laboratory Technician,2,Married,4621,26314,1,Y,No,22,4,4,80,2,10,3,3,10,8,7,8,0
926,36,Travel_Rarely,920,Research & Development,15,4,Life Sciences,1,3,Male,95,3,1,Laboratory Technician,3,Married,2339,3666,1,Y,Yes,20,4,1,80,1,10,3,2,10,7,0,8,0
927,32,Travel_Rarely,981,Research & Development,8,4,Medical,1,4,Male,96,3,1,Laboratory Technician,3,Single,3563,7975,5,Y,No,14,3,3,80,0,6,2,2,4,2,1,2,0
928,31,Travel_Rarely,922,Research & Development,3,3,Life Sciences,1,1,Male,83,1,1,Research Scientist,3,Married,2083,13939,3,Y,No,12,3,4,80,0,8,2,3,2,2,2,2,1
929,33,Travel_Rarely,267,Research & Development,9,3,Medical,1,4,Female,44,3,2,Healthcare Representative,1,Single,4071,3156,1,Y,No,13,3,3,80,0,10,3,3,10,4,0,8,0
930,36,Travel_Rarely,465,Research & Development,9,2,Life Sciences,1,1,Male,43,3,2,Laboratory Technician,4,Single,4013,6207,1,Y,No,13,3,4,80,0,10,2,3,10,8,0,8,0
931,33,Travel_Rarely,1179,Research & Development,1,4,Life Sciences,1,1,Male,62,3,2,Healthcare Representative,3,Married,5484,13008,1,Y,No,11,3,1,80,1,10,2,3,10,7,0,2,1
932,38,Travel_Rarely,1400,Research & Development,2,4,Medical,1,3,Male,91,3,4,Research Director,3,Single,17639,13494,0,Y,No,15,3,2,80,0,21,2,2,20,9,3,15,0
933,36,Travel_Rarely,855,Sales,17,4,Life Sciences,1,4,Female,97,3,2,Sales Executive,3,Married,5175,15276,0,Y,No,14,3,3,80,1,6,2,2,5,4,0,4,0
934,38,Travel_Rarely,836,Sales,2,1,Medical,1,4,Female,90,3,3,Sales Executive,4,Married,1081,15276,5,Y,No,15,3,3,80,2,15,5,3,0,0,0,0,0
935,38,Travel_Rarely,192,Research & Development,2,3,Life Sciences,1,4,Male,66,3,3,Healthcare Representative,4,Divorced,9756,11162,6,Y,No,24,4,4,80,2,10,2,3,2,2,2,2,0
936,30,Travel_Rarely,1179,Research & Development,1,3,Medical,1,4,Male,58,1,1,Research Scientist,4,Married,2510,15975,1,Y,No,22,4,3,80,1,10,3,4,10,3,1,8,0
937,18,Travel_Rarely,1337,Human Resources,24,3,Human Resources,1,1,Male,58,3,1,Human Resources,4,Married,2319,8059,1,Y,No,17,3,3,80,0,1,3,3,1,0,0,0,0
938,33,Non-Travel,1223,Research & Development,1,3,Medical,1,4,Female,55,3,2,Research Scientist,4,Married,4001,17783,0,Y,No,11,3,2,80,1,14,3,3,13,7,0,9,0
939,28,Travel_Frequently,515,Research & Development,11,3,Medical,1,1,Male,54,3,1,Research Scientist,2,Divorced,3646,4223,1,Y,No,11,3,2,80,1,3,2,4,3,2,1,0,1
940,38,Travel_Rarely,1210,Sales,2,2,Medical,1,1,Female,96,4,3,Sales Executive,4,Single,8103,9150,6,Y,Yes,12,3,2,80,0,11,2,4,1,0,0,0,1
941,31,Travel_Rarely,1018,Research & Development,14,3,Life Sciences,1,3,Male,90,4,1,Laboratory Technician,2,Married,2367,14871,0,Y,No,18,3,2,80,0,6,3,2,5,2,4,4,0
942,47,Travel_Rarely,1147,Research & Development,8,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,2,Single,2177,8952,4,Y,No,14,3,3,80,0,8,3,3,2,2,2,2,0
943,24,Travel_Rarely,543,Research & Development,5,2,Medical,1,2,Male,79,3,1,Laboratory Technician,2,Single,1274,9068,1,Y,No,20,4,2,80,0,1,2,4,1,0,0,0,0
944,30,Non-Travel,911,Research & Development,2,3,Medical,1,4,Male,97,3,2,Manufacturing Director,1,Married,5154,25796,9,Y,Yes,13,3,2,80,0,12,3,3,11,9,0,5,0
945,36,Travel_Frequently,895,Research & Development,1,3,Life Sciences,1,4,Male,81,4,2,Manufacturing Director,4,Married,6804,23683,2,Y,No,13,3,3,80,1,10,4,3,3,2,0,2,0
946,53,Travel_Rarely,756,Research & Development,2,4,Other,1,1,Male,36,2,2,Healthcare Representative,4,Divorced,4539,6698,9,Y,No,18,3,3,80,2,10,2,4,3,2,0,2,0
947,31,Non-Travel,1252,Research & Development,2,3,Medical,1,2,Male,54,3,1,Research Scientist,2,Single,2700,23779,0,Y,No,13,3,3,80,0,12,5,2,11,9,6,10,0
948,35,Travel_Rarely,823,Research & Development,28,2,Technical Degree,1,3,Male,96,3,1,Research Scientist,1,Married,3033,11092,1,Y,Yes,23,4,2,80,3,6,4,1,5,4,4,3,1
949,55,Travel_Rarely,621,Research & Development,6,2,Medical,1,2,Female,66,3,4,Manager,3,Single,16606,17689,8,Y,No,22,4,4,80,0,30,3,3,10,6,5,4,1
950,29,Travel_Rarely,1323,Research & Development,2,3,Medical,1,3,Male,86,3,1,Laboratory Technician,3,Single,2088,15748,1,Y,Yes,12,3,2,80,0,1,3,3,1,0,0,0,1
951,32,Travel_Frequently,591,Research & Development,5,3,Life Sciences,1,3,Male,71,3,3,Healthcare Representative,1,Married,7441,22128,4,Y,No,14,3,2,80,1,10,2,3,7,7,0,7,0
952,34,Travel_Rarely,994,Research & Development,16,3,Medical,1,2,Male,86,2,1,Research Scientist,3,Single,2436,14961,1,Y,No,12,3,3,80,0,4,2,4,4,2,1,3,0
953,38,Travel_Rarely,891,Sales,4,5,Other,1,1,Female,76,2,2,Sales Executive,1,Single,4777,13384,2,Y,No,17,3,3,80,0,16,2,3,0,0,0,0,0
954,35,Travel_Rarely,1005,Research & Development,8,3,Technical Degree,1,3,Male,60,3,1,Research Scientist,1,Single,3838,16002,1,Y,No,15,3,4,80,0,2,5,3,2,2,0,2,0
955,32,Travel_Rarely,950,Research & Development,2,2,Medical,1,3,Male,71,3,2,Research Scientist,1,Divorced,4968,23553,7,Y,Yes,14,3,3,80,1,8,3,3,5,2,0,2,0
956,30,Travel_Rarely,632,Research & Development,7,3,Life Sciences,1,3,Male,35,3,3,Manager,4,Married,11916,25927,2,Y,No,20,4,4,80,1,12,2,2,7,7,7,7,0
957,37,Travel_Rarely,1362,Research & Development,10,5,Life Sciences,1,3,Female,64,3,1,Laboratory Technician,3,Divorced,2045,26999,4,Y,No,12,3,1,80,1,7,5,2,1,0,0,0,0
958,33,Travel_Rarely,600,Human Resources,5,2,Life Sciences,1,2,Female,62,3,3,Human Resources,4,Married,7918,5456,1,Y,No,11,3,4,80,0,10,2,3,10,8,8,8,0
959,25,Travel_Frequently,653,Research & Development,3,4,Life Sciences,1,2,Male,62,3,1,Laboratory Technician,1,Married,3978,22477,7,Y,No,13,3,4,80,1,7,1,2,2,2,2,2,0
960,45,Non-Travel,1176,Research & Development,18,3,Life Sciences,1,2,Male,87,3,2,Manufacturing Director,4,Single,6472,17674,4,Y,No,18,3,3,80,0,9,2,2,3,2,0,2,0
961,36,Travel_Rarely,477,Research & Development,29,4,Medical,1,3,Male,73,3,2,Manufacturing Director,4,Divorced,5228,4554,0,Y,Yes,11,3,3,80,2,16,3,2,15,1,1,14,0
962,32,Travel_Rarely,1329,Sales,29,3,Life Sciences,1,4,Male,97,3,3,Sales Executive,2,Single,7642,19124,0,Y,Yes,15,3,2,80,0,14,3,3,12,11,1,8,0
963,21,Travel_Frequently,721,Research & Development,24,1,Life Sciences,1,2,Male,96,3,1,Laboratory Technician,4,Married,3838,17205,1,Y,No,14,3,3,80,2,5,5,3,5,2,1,2,0
964,38,Travel_Frequently,804,Research & Development,2,2,Life Sciences,1,4,Female,73,4,1,Laboratory Technician,3,Single,2926,25308,3,Y,No,23,4,1,80,0,7,2,3,3,2,1,0,0
965,23,Travel_Rarely,793,Research & Development,6,2,Medical,1,4,Male,81,3,1,Research Scientist,3,Single,2455,18869,6,Y,No,13,3,4,80,0,4,2,3,2,2,2,2,0
966,24,Travel_Rarely,459,Research & Development,2,1,Medical,1,4,Female,78,3,1,Laboratory Technician,3,Married,2804,7143,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,1
967,46,Travel_Rarely,995,Research & Development,2,2,Medical,1,2,Female,65,3,1,Laboratory Technician,3,Married,2720,6881,9,Y,No,12,3,3,80,1,14,2,2,4,2,2,0,1
968,28,Travel_Frequently,793,Sales,1,3,Marketing,1,3,Male,49,2,1,Sales Representative,3,Single,2679,4297,0,Y,Yes,20,4,3,80,0,3,2,3,2,2,1,2,0
969,31,Travel_Frequently,118,Research & Development,2,3,Technical Degree,1,1,Male,66,1,2,Laboratory Technician,3,Single,5993,19715,4,Y,No,12,3,1,80,0,13,3,2,8,7,0,7,0
970,45,Travel_Rarely,704,Sales,1,2,Marketing,1,2,Female,74,3,3,Sales Executive,1,Single,8268,21026,5,Y,No,13,3,2,80,0,12,3,3,8,0,7,0,0
971,21,Travel_Rarely,1252,Sales,4,1,Medical,1,3,Male,31,2,1,Sales Representative,1,Single,2966,18798,1,Y,No,18,3,4,80,0,2,2,3,2,2,2,2,0
972,43,Travel_Rarely,658,Research & Development,5,3,Life Sciences,1,1,Male,64,3,1,Research Scientist,3,Divorced,2238,9128,4,Y,No,11,3,4,80,2,4,3,3,2,2,2,2,0
973,32,Travel_Rarely,1098,Research & Development,1,3,Medical,1,4,Female,64,3,1,Research Scientist,3,Married,2380,12828,1,Y,No,14,3,2,80,2,1,0,4,1,0,0,0,0
974,45,Travel_Rarely,465,Sales,9,4,Marketing,1,1,Female,85,3,3,Sales Executive,3,Married,7094,18398,7,Y,Yes,17,3,3,80,1,10,2,2,5,2,0,3,0
975,32,Travel_Frequently,971,Sales,28,3,Marketing,1,3,Female,51,3,2,Sales Executive,1,Single,4787,24301,5,Y,Yes,14,3,2,80,0,5,3,3,2,2,0,2,0
976,38,Travel_Rarely,1102,Sales,2,4,Life Sciences,1,4,Male,39,4,2,Sales Executive,4,Divorced,6893,19461,1,Y,No,15,3,2,80,3,7,3,3,7,0,7,6,0
977,25,Travel_Rarely,543,Research & Development,5,1,Medical,1,3,Male,43,3,1,Laboratory Technician,2,Married,3867,5044,1,Y,No,11,3,2,80,1,4,2,2,4,2,1,2,0
978,51,Travel_Rarely,835,Research & Development,20,4,Medical,1,4,Female,53,2,1,Research Scientist,1,Single,2743,17674,4,Y,Yes,13,3,3,80,0,18,3,3,3,2,0,2,0
979,29,Travel_Rarely,542,Research & Development,2,4,Life Sciences,1,4,Female,42,3,2,Manufacturing Director,4,Divorced,4505,7122,0,Y,No,16,3,3,80,2,4,0,2,3,2,0,2,0
980,34,Travel_Rarely,240,Research & Development,6,2,Life Sciences,1,3,Female,55,3,4,Research Director,4,Single,16792,26312,1,Y,No,21,4,3,80,0,14,3,2,14,9,2,11,0
981,59,Travel_Rarely,1469,Research & Development,3,3,Medical,1,3,Female,45,4,2,Laboratory Technician,1,Single,2370,23522,2,Y,Yes,18,3,3,80,0,4,3,3,2,2,2,0,0
982,28,Travel_Rarely,1107,Research & Development,15,4,Medical,1,4,Female,51,3,1,Research Scientist,2,Single,2703,6179,1,Y,No,11,3,3,80,0,5,2,3,5,3,1,1,0
983,23,Travel_Rarely,515,Research & Development,2,1,Life Sciences,1,4,Male,40,2,1,Laboratory Technician,2,Single,2935,4223,1,Y,No,12,3,4,80,0,1,2,3,1,0,0,0,0
984,43,Travel_Rarely,1318,Research & Development,7,4,Life Sciences,1,2,Female,61,2,5,Manager,4,Single,19665,20990,7,Y,No,12,3,2,80,0,29,4,3,22,8,6,8,0
985,36,Travel_Rarely,836,Sales,6,3,Life Sciences,1,1,Male,92,4,2,Sales Executive,3,Married,8966,20652,0,Y,Yes,12,3,4,80,3,9,2,3,8,7,3,7,0
986,31,Travel_Frequently,240,Sales,3,3,Medical,1,4,Male,60,3,1,Sales Representative,1,Single,2232,15696,0,Y,No,13,3,2,80,0,3,3,3,1,0,0,1,1
987,52,Travel_Frequently,813,Research & Development,2,4,Medical,1,2,Female,88,3,2,Research Scientist,4,Single,5467,13588,3,Y,Yes,24,4,2,80,0,17,2,3,5,3,0,4,0
988,34,Non-Travel,1015,Sales,10,3,Technical Degree,1,4,Male,32,2,2,Sales Executive,2,Divorced,4103,13352,8,Y,No,12,3,4,80,1,9,2,2,5,3,1,3,0
989,33,Travel_Frequently,797,Research & Development,23,1,Medical,1,1,Female,54,3,1,Research Scientist,4,Married,3468,17810,3,Y,Yes,15,3,1,80,1,8,6,4,5,4,1,2,0
